Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,UDI
L52456,L,303.5,313.0,1606.0,34.0,126.0,0,0.0,0.0,0.0,0.0,0.0,
L52457,L,303.5,312.9,1501.0,44.0,128.0,0,0.0,0.0,0.0,0.0,0.0,
M20138,M,303.5,312.9,1618.0,30.4,130.0,0,0.0,0.0,0.0,0.0,0.0,
L52459,L,303.6,313.0,1522.0,35.8,133.0,0,0.0,0.0,0.0,0.0,0.0,
L52460,L,303.6,312.9,1480.0,41.4,135.0,0,0.0,0.0,0.0,0.0,0.0,
M20141,M,303.7,313.0,1469.0,39.9,137.0,0,0.0,0.0,0.0,0.0,0.0,
H34696,H,303.8,313.2,1381.0,52.4,140.0,0,0.0,0.0,0.0,0.0,0.0,
L52463,L,303.8,313.2,1525.0,41.9,145.0,0,0.0,0.0,0.0,0.0,0.0,
M20144,M,303.8,313.2,1732.0,29.6,147.0,0,0.0,0.0,0.0,0.0,0.0,
L52465,L,303.8,313.1,1523.0,39.8,150.0,0,0.0,0.0,0.0,0.0,0.0,
L52466,L,303.8,313.1,1422.0,42.4,152.0,0,0.0,0.0,0.0,0.0,0.0,
H34701,H,303.8,313.2,1506.0,46.9,154.0,0,0.0,0.0,0.0,0.0,0.0,
L52468,L,303.8,313.2,1531.0,39.4,159.0,0,0.0,0.0,0.0,0.0,0.0,
M20149,M,303.9,313.3,1507.0,34.3,161.0,0,0.0,0.0,0.0,0.0,0.0,
L52470,L,303.9,313.3,1526.0,40.7,164.0,0,0.0,0.0,0.0,0.0,0.0,
L52471,L,303.8,313.3,1406.0,52.1,166.0,0,0.0,0.0,0.0,0.0,0.0,
M20152,M,303.9,313.3,1567.0,35.0,168.0,0,0.0,0.0,0.0,0.0,0.0,
M20153,M,303.9,313.4,1464.0,49.1,171.0,0,0.0,0.0,0.0,0.0,0.0,
L52474,L,303.9,313.4,1442.0,48.5,174.0,0,0.0,0.0,0.0,0.0,0.0,
L52475,L,303.8,313.2,1336.0,47.8,176.0,0,0.0,0.0,0.0,0.0,0.0,
H34710,H,303.8,313.2,1379.0,50.2,178.0,0,0.0,0.0,0.0,0.0,0.0,
L52477,L,303.7,313.1,1406.0,48.6,183.0,0,0.0,0.0,0.0,0.0,0.0,
M20158,M,303.7,313.1,2130.0,18.1,185.0,0,0.0,0.0,0.0,0.0,0.0,
L52479,L,303.7,313.1,1355.0,49.1,188.0,0,0.0,0.0,0.0,0.0,0.0,
M20160,M,303.8,313.2,1710.0,26.5,190.0,0,0.0,0.0,0.0,0.0,0.0,
L52481,L,303.8,313.1,1309.0,55.8,193.0,0,0.0,0.0,0.0,0.0,0.0,
L52482,L,303.9,313.1,1491.0,37.2,195.0,0,0.0,0.0,0.0,0.0,0.0,
L52483,L,303.9,313.2,1481.0,44.1,197.0,0,0.0,0.0,0.0,0.0,0.0,
L52484,L,303.9,313.1,1425.0,49.3,199.0,0,0.0,0.0,0.0,0.0,0.0,
H34719,H,303.9,313.2,1680.0,29.1,201.0,0,0.0,0.0,0.0,0.0,0.0,
H34720,H,304.0,313.2,1612.0,31.7,206.0,0,0.0,0.0,0.0,0.0,0.0,
L52487,L,304.0,313.3,1530.0,34.8,211.0,0,0.0,0.0,0.0,0.0,0.0,
L52488,L,304.0,313.2,1481.0,42.6,213.0,0,0.0,0.0,0.0,0.0,0.0,
M20169,M,303.9,313.2,1422.0,48.0,215.0,1,1.0,0.0,0.0,0.0,0.0,
L52490,L,303.8,313.0,1427.0,43.0,0.0,0,0.0,0.0,0.0,0.0,0.0,
H34725,H,303.7,312.9,1460.0,49.8,2.0,0,0.0,0.0,0.0,0.0,0.0,
L52492,L,303.6,312.9,1873.0,23.5,7.0,0,0.0,0.0,0.0,0.0,0.0,
M20173,M,303.7,312.9,1566.0,32.6,9.0,0,0.0,0.0,0.0,0.0,0.0,
L52494,L,303.6,312.8,1701.0,30.8,12.0,0,0.0,0.0,0.0,0.0,0.0,
L52495,L,303.6,312.8,1710.0,27.2,14.0,0,0.0,0.0,0.0,0.0,0.0,
M20176,M,303.6,312.8,1689.0,33.1,16.0,0,0.0,0.0,0.0,0.0,0.0,
L52497,L,303.6,312.7,1637.0,32.9,19.0,0,0.0,0.0,0.0,0.0,0.0,
L52498,L,303.5,312.6,1496.0,39.0,21.0,0,0.0,0.0,0.0,0.0,0.0,
M20179,M,303.5,312.7,1402.0,47.0,23.0,0,0.0,0.0,0.0,0.0,0.0,
L52500,L,303.4,312.7,1363.0,45.5,26.0,0,0.0,0.0,0.0,0.0,0.0,
M20181,M,303.4,312.7,1576.0,49.9,28.0,0,0.0,0.0,0.0,0.0,0.0,
M20182,M,303.4,312.7,1357.0,55.3,31.0,0,0.0,0.0,0.0,0.0,0.0,
M20183,M,303.4,312.7,1399.0,48.4,34.0,0,0.0,0.0,0.0,0.0,0.0,
M20184,M,303.4,312.8,1526.0,30.8,37.0,0,0.0,0.0,0.0,0.0,0.0,
L52505,L,303.5,312.7,1694.0,27.3,40.0,0,0.0,0.0,0.0,0.0,0.0,
M20186,M,303.5,312.7,1420.0,49.1,42.0,0,0.0,0.0,0.0,0.0,0.0,
M20187,M,303.5,312.7,2116.0,16.7,45.0,0,0.0,0.0,0.0,0.0,0.0,
M20188,M,303.7,312.9,1406.0,41.9,48.0,0,0.0,0.0,0.0,0.0,0.0,
L52509,L,303.7,313.0,1456.0,45.5,51.0,0,0.0,0.0,0.0,0.0,0.0,
L52510,L,303.6,312.9,1588.0,31.9,53.0,0,0.0,0.0,0.0,0.0,0.0,
L52511,L,303.7,312.8,1448.0,44.5,55.0,0,0.0,0.0,0.0,0.0,0.0,
H34746,H,303.6,312.7,1403.0,46.2,57.0,0,0.0,0.0,0.0,0.0,0.0,
M20193,M,303.5,312.6,1405.0,51.6,62.0,0,0.0,0.0,0.0,0.0,0.0,
M20194,M,303.4,312.6,2706.0,9.8,65.0,1,0.0,0.0,1.0,0.0,0.0,
M20195,M,303.3,312.4,1505.0,38.9,68.0,0,0.0,0.0,0.0,0.0,0.0,
L52516,L,303.2,312.4,1663.0,33.7,71.0,0,0.0,0.0,0.0,0.0,0.0,
M20197,M,303.3,312.6,1482.0,44.4,73.0,0,0.0,0.0,0.0,0.0,0.0,
M20198,M,303.3,312.5,1674.0,32.7,76.0,0,0.0,0.0,0.0,0.0,0.0,
M20199,M,303.4,312.7,1594.0,32.8,79.0,0,0.0,0.0,0.0,0.0,0.0,
L52520,L,303.5,312.7,1393.0,49.3,82.0,0,0.0,0.0,0.0,0.0,0.0,
H34755,H,303.5,312.8,1404.0,55.8,84.0,0,0.0,0.0,0.0,0.0,0.0,
M20202,M,303.5,312.8,1375.0,45.7,89.0,0,0.0,0.0,0.0,0.0,0.0,
L52523,L,303.5,312.8,1607.0,38.4,92.0,0,0.0,0.0,0.0,0.0,0.0,
L52524,L,303.4,312.8,1360.0,50.8,94.0,0,0.0,0.0,0.0,0.0,0.0,
L52525,L,303.5,312.8,1524.0,39.4,96.0,0,0.0,0.0,0.0,0.0,0.0,
L52526,L,303.4,312.7,1534.0,35.5,98.0,0,0.0,0.0,0.0,0.0,0.0,
L52527,L,303.3,312.7,1262.0,63.8,100.0,0,0.0,0.0,0.0,0.0,0.0,
L52528,L,303.3,312.6,1623.0,34.6,102.0,0,0.0,0.0,0.0,0.0,0.0,
M20209,M,303.3,312.7,1642.0,33.6,104.0,0,0.0,0.0,0.0,0.0,0.0,
M20210,M,303.4,312.8,1622.0,35.1,107.0,0,0.0,0.0,0.0,0.0,0.0,
M20211,M,303.5,312.9,1530.0,34.5,110.0,0,0.0,0.0,0.0,0.0,0.0,
M20212,M,303.4,312.8,1590.0,36.3,113.0,0,0.0,0.0,0.0,0.0,0.0,
L52533,L,303.4,312.7,1589.0,34.0,116.0,0,0.0,0.0,0.0,0.0,0.0,
L52534,L,303.4,312.6,1462.0,37.5,118.0,0,0.0,0.0,0.0,0.0,0.0,
H34769,H,303.3,312.5,1328.0,49.8,120.0,0,0.0,0.0,0.0,0.0,0.0,
H34770,H,303.3,312.6,1692.0,29.0,125.0,0,0.0,0.0,0.0,0.0,0.0,
L52537,L,303.3,312.5,1968.0,20.6,130.0,0,0.0,0.0,0.0,0.0,0.0,
H34772,H,303.3,312.6,1827.0,24.2,132.0,0,0.0,0.0,0.0,0.0,0.0,
M20219,M,303.3,312.6,1397.0,47.1,137.0,0,0.0,0.0,0.0,0.0,0.0,
L52540,L,303.3,312.6,1463.0,44.0,140.0,0,0.0,0.0,0.0,0.0,0.0,
L52541,L,303.3,312.7,1643.0,30.7,142.0,0,0.0,0.0,0.0,0.0,0.0,
L52542,L,303.2,312.6,1281.0,57.0,144.0,0,0.0,0.0,0.0,0.0,0.0,
L52543,L,303.2,312.5,1518.0,39.9,146.0,0,0.0,0.0,0.0,0.0,0.0,
L52544,L,303.2,312.6,1601.0,35.3,148.0,0,0.0,0.0,0.0,0.0,0.0,
L52545,L,303.1,312.6,1548.0,36.4,150.0,0,0.0,0.0,0.0,0.0,0.0,
H34780,H,303.1,312.6,1404.0,40.6,152.0,0,0.0,0.0,0.0,0.0,0.0,
M20227,M,303.1,312.5,1766.0,26.7,157.0,0,0.0,0.0,0.0,0.0,0.0,
M20228,M,303.1,312.5,1667.0,30.0,160.0,0,0.0,0.0,0.0,0.0,0.0,
H34783,H,303.0,312.5,1507.0,37.9,163.0,0,0.0,0.0,0.0,0.0,0.0,
H34784,H,303.0,312.4,1627.0,37.1,168.0,0,0.0,0.0,0.0,0.0,0.0,
L52551,L,302.9,312.3,1435.0,47.7,173.0,0,0.0,0.0,0.0,0.0,0.0,
H34786,H,302.9,312.3,1509.0,46.8,175.0,0,0.0,0.0,0.0,0.0,0.0,
M20233,M,302.9,312.3,1809.0,25.0,180.0,0,0.0,0.0,0.0,0.0,0.0,
L52554,L,302.9,312.3,1515.0,40.8,183.0,0,0.0,0.0,0.0,0.0,0.0,
L52555,L,302.9,312.3,1530.0,34.9,185.0,0,0.0,0.0,0.0,0.0,0.0,
H34790,H,302.8,312.3,1336.0,57.5,187.0,0,0.0,0.0,0.0,0.0,0.0,
L52557,L,302.9,312.4,2030.0,19.1,192.0,0,0.0,0.0,0.0,0.0,0.0,
L52558,L,302.9,312.4,1550.0,36.9,194.0,0,0.0,0.0,0.0,0.0,0.0,
L52559,L,302.9,312.4,1446.0,41.7,196.0,0,0.0,0.0,0.0,0.0,0.0,
L52560,L,302.8,312.3,1494.0,37.5,198.0,0,0.0,0.0,0.0,0.0,0.0,
L52561,L,302.8,312.4,1651.0,27.0,200.0,0,0.0,0.0,0.0,0.0,0.0,
L52562,L,302.9,312.4,1698.0,33.8,202.0,0,0.0,0.0,0.0,0.0,0.0,
L52563,L,302.8,312.3,1504.0,40.3,204.0,0,0.0,0.0,0.0,0.0,0.0,
M20244,M,302.9,312.4,1421.0,46.0,206.0,0,0.0,0.0,0.0,0.0,0.0,
H34799,H,302.9,312.3,1754.0,26.9,209.0,0,0.0,0.0,0.0,0.0,0.0,
L52566,L,302.9,312.2,1469.0,42.0,214.0,0,0.0,0.0,0.0,0.0,0.0,
L52567,L,302.8,312.2,1433.0,50.0,216.0,0,0.0,0.0,0.0,0.0,0.0,
M20248,M,302.8,312.3,1432.0,49.0,218.0,0,0.0,0.0,0.0,0.0,0.0,
L52569,L,302.8,312.3,1366.0,49.1,221.0,0,0.0,0.0,0.0,0.0,0.0,
H34804,H,302.8,312.3,1483.0,47.2,223.0,0,0.0,0.0,0.0,0.0,0.0,
L52571,L,302.7,312.2,1572.0,34.4,228.0,0,0.0,0.0,0.0,0.0,0.0,
L52572,L,302.8,312.2,1481.0,40.2,230.0,0,0.0,0.0,0.0,0.0,0.0,
L52573,L,302.8,312.3,1473.0,42.6,232.0,0,0.0,0.0,0.0,0.0,0.0,
M20254,M,302.8,312.3,1262.0,70.5,234.0,1,0.0,0.0,1.0,1.0,0.0,
L52575,L,302.8,312.4,1529.0,36.8,237.0,0,0.0,0.0,0.0,0.0,0.0,
L52576,L,302.8,312.4,1523.0,39.7,239.0,0,0.0,0.0,0.0,0.0,0.0,
M20257,M,302.8,312.3,1416.0,42.7,241.0,0,0.0,0.0,0.0,0.0,0.0,
L52578,L,302.9,312.4,1923.0,23.9,244.0,0,0.0,0.0,0.0,0.0,0.0,
H34813,H,302.8,312.4,1411.0,53.8,246.0,1,0.0,0.0,0.0,1.0,0.0,
L52580,L,302.7,312.4,1477.0,46.3,251.0,1,0.0,0.0,0.0,1.0,0.0,
M20261,M,302.6,312.3,1454.0,54.8,253.0,1,1.0,0.0,0.0,1.0,0.0,
L52582,L,302.7,312.3,1421.0,48.5,0.0,0,0.0,0.0,0.0,0.0,0.0,
L52583,L,302.7,312.3,1858.0,25.4,2.0,0,0.0,0.0,0.0,0.0,0.0,
H34818,H,302.8,312.5,1422.0,46.1,4.0,0,0.0,0.0,0.0,0.0,0.0,
L52585,L,302.7,312.4,1444.0,48.7,9.0,0,0.0,0.0,0.0,0.0,0.0,
L52586,L,302.7,312.4,1360.0,47.8,11.0,0,0.0,0.0,0.0,0.0,0.0,
L52587,L,302.7,312.4,1954.0,24.8,13.0,0,0.0,0.0,0.0,0.0,0.0,
L52588,L,302.6,312.4,1628.0,33.0,15.0,0,0.0,0.0,0.0,0.0,0.0,
L52589,L,302.7,312.4,1433.0,44.2,17.0,0,0.0,0.0,0.0,0.0,0.0,
M20270,M,302.7,312.5,1417.0,51.5,19.0,0,0.0,0.0,0.0,0.0,0.0,
L52591,L,302.8,312.6,1462.0,39.4,22.0,0,0.0,0.0,0.0,0.0,0.0,
L52592,L,302.9,312.6,1328.0,59.9,24.0,0,0.0,0.0,0.0,0.0,0.0,
H34827,H,302.7,312.5,1527.0,36.4,26.0,0,0.0,0.0,0.0,0.0,0.0,
L52594,L,302.6,312.3,1534.0,34.3,31.0,0,0.0,0.0,0.0,0.0,0.0,
M20275,M,302.6,312.4,1410.0,50.3,33.0,0,0.0,0.0,0.0,0.0,0.0,
L52596,L,302.6,312.3,1660.0,30.3,36.0,0,0.0,0.0,0.0,0.0,0.0,
L52597,L,302.6,312.4,1386.0,45.8,38.0,0,0.0,0.0,0.0,0.0,0.0,
L52598,L,302.6,312.4,1398.0,41.6,40.0,0,0.0,0.0,0.0,0.0,0.0,
L52599,L,302.6,312.3,1321.0,53.4,42.0,0,0.0,0.0,0.0,0.0,0.0,
L52600,L,302.6,312.3,1512.0,34.2,44.0,0,0.0,0.0,0.0,0.0,0.0,
M20281,M,302.6,312.3,1566.0,36.6,46.0,0,0.0,0.0,0.0,0.0,0.0,
M20282,M,302.7,312.4,1422.0,44.5,49.0,0,0.0,0.0,0.0,0.0,0.0,
L52603,L,302.6,312.3,1647.0,31.8,52.0,0,0.0,0.0,0.0,0.0,0.0,
L52604,L,302.6,312.2,1377.0,45.5,54.0,0,0.0,0.0,0.0,0.0,0.0,
L52605,L,302.5,312.2,1775.0,27.9,56.0,0,0.0,0.0,0.0,0.0,0.0,
L52606,L,302.6,312.3,1554.0,42.0,58.0,0,0.0,0.0,0.0,0.0,0.0,
L52607,L,302.7,312.4,1423.0,51.9,60.0,0,0.0,0.0,0.0,0.0,0.0,
L52608,L,302.7,312.4,1453.0,47.3,62.0,0,0.0,0.0,0.0,0.0,0.0,
L52609,L,302.8,312.4,1590.0,34.4,64.0,0,0.0,0.0,0.0,0.0,0.0,
L52610,L,302.8,312.5,1694.0,28.4,66.0,0,0.0,0.0,0.0,0.0,0.0,
L52611,L,302.8,312.5,1462.0,43.4,68.0,0,0.0,0.0,0.0,0.0,0.0,
L52612,L,302.8,312.4,1392.0,46.2,70.0,0,0.0,0.0,0.0,0.0,0.0,
L52613,L,302.9,312.5,1550.0,45.5,72.0,0,0.0,0.0,0.0,0.0,0.0,
L52614,L,302.9,312.5,1629.0,30.4,74.0,0,0.0,0.0,0.0,0.0,0.0,
M20295,M,303.0,312.5,1524.0,42.1,76.0,0,0.0,0.0,0.0,0.0,0.0,
M20296,M,302.9,312.5,1679.0,30.9,79.0,0,0.0,0.0,0.0,0.0,0.0,
M20297,M,302.9,312.6,1394.0,46.4,82.0,0,0.0,0.0,0.0,0.0,0.0,
L52618,L,302.9,312.5,1683.0,32.1,85.0,0,0.0,0.0,0.0,0.0,0.0,
L52619,L,303.0,312.5,1626.0,30.5,87.0,0,0.0,0.0,0.0,0.0,0.0,
H34854,H,303.0,312.5,1698.0,30.0,89.0,0,0.0,0.0,0.0,0.0,0.0,
M20301,M,303.0,312.6,1392.0,42.9,94.0,0,0.0,0.0,0.0,0.0,0.0,
L52622,L,303.1,312.7,1353.0,51.8,97.0,0,0.0,0.0,0.0,0.0,0.0,
M20303,M,303.0,312.7,1426.0,46.8,99.0,0,0.0,0.0,0.0,0.0,0.0,
L52624,L,303.0,312.7,2024.0,19.9,102.0,0,0.0,0.0,0.0,0.0,0.0,
M20305,M,303.0,312.8,1648.0,32.1,104.0,0,0.0,0.0,0.0,0.0,0.0,
L52626,L,303.1,312.9,1511.0,40.1,107.0,0,0.0,0.0,0.0,0.0,0.0,
L52627,L,303.1,312.8,1465.0,44.1,109.0,0,0.0,0.0,0.0,0.0,0.0,
L52628,L,303.0,312.7,1551.0,41.8,111.0,0,0.0,0.0,0.0,0.0,0.0,
L52629,L,303.1,312.8,2329.0,15.1,113.0,0,0.0,0.0,0.0,0.0,0.0,
H34864,H,303.1,312.8,1435.0,41.9,115.0,0,0.0,0.0,0.0,0.0,0.0,
L52631,L,303.0,312.7,1361.0,48.8,120.0,0,0.0,0.0,0.0,0.0,0.0,
M20312,M,303.0,312.7,1553.0,35.8,122.0,0,0.0,0.0,0.0,0.0,0.0,
L52633,L,303.0,312.6,1451.0,42.1,125.0,0,0.0,0.0,0.0,0.0,0.0,
L52634,L,303.0,312.5,1461.0,40.2,127.0,0,0.0,0.0,0.0,0.0,0.0,
M20315,M,303.1,312.6,1895.0,23.5,129.0,0,0.0,0.0,0.0,0.0,0.0,
M20316,M,303.1,312.6,1567.0,32.9,132.0,0,0.0,0.0,0.0,0.0,0.0,
M20317,M,303.0,312.5,1602.0,33.7,135.0,0,0.0,0.0,0.0,0.0,0.0,
L52638,L,303.1,312.6,1514.0,42.1,138.0,0,0.0,0.0,0.0,0.0,0.0,
L52639,L,303.1,312.5,1453.0,49.1,140.0,0,0.0,0.0,0.0,0.0,0.0,
M20320,M,303.0,312.4,1526.0,36.1,142.0,0,0.0,0.0,0.0,0.0,0.0,
M20321,M,302.9,312.3,1339.0,52.1,145.0,0,0.0,0.0,0.0,0.0,0.0,
L52642,L,302.9,312.3,1889.0,22.8,148.0,0,0.0,0.0,0.0,0.0,0.0,
L52643,L,302.9,312.4,1561.0,34.8,150.0,0,0.0,0.0,0.0,0.0,0.0,
M20324,M,302.9,312.4,1659.0,33.1,152.0,0,0.0,0.0,0.0,0.0,0.0,
L52645,L,302.9,312.4,1424.0,49.5,155.0,0,0.0,0.0,0.0,0.0,0.0,
M20326,M,302.9,312.3,1426.0,44.7,157.0,0,0.0,0.0,0.0,0.0,0.0,
L52647,L,302.9,312.4,1383.0,51.4,160.0,0,0.0,0.0,0.0,0.0,0.0,
L52648,L,302.8,312.3,1764.0,29.9,162.0,0,0.0,0.0,0.0,0.0,0.0,
M20329,M,302.7,312.2,1439.0,42.5,164.0,0,0.0,0.0,0.0,0.0,0.0,
M20330,M,302.7,312.2,1585.0,35.5,167.0,0,0.0,0.0,0.0,0.0,0.0,
L52651,L,302.7,312.3,1346.0,61.2,170.0,0,0.0,0.0,0.0,0.0,1.0,
L52652,L,302.8,312.3,1386.0,57.8,172.0,0,0.0,0.0,0.0,0.0,0.0,
L52653,L,302.7,312.2,1369.0,51.8,174.0,0,0.0,0.0,0.0,0.0,0.0,
M20334,M,302.7,312.1,1378.0,46.9,176.0,0,0.0,0.0,0.0,0.0,0.0,
L52655,L,302.7,312.2,1336.0,46.8,179.0,0,0.0,0.0,0.0,0.0,0.0,
M20336,M,302.6,312.1,1445.0,42.0,181.0,0,0.0,0.0,0.0,0.0,0.0,
L52657,L,302.7,312.1,1763.0,26.5,184.0,0,0.0,0.0,0.0,0.0,0.0,
L52658,L,302.7,312.2,1611.0,34.1,186.0,0,0.0,0.0,0.0,0.0,0.0,
M20339,M,302.7,312.1,1564.0,32.1,188.0,0,0.0,0.0,0.0,0.0,0.0,
H34894,H,302.7,312.1,1478.0,36.0,191.0,0,0.0,0.0,0.0,0.0,0.0,
L52661,L,302.6,312.0,1781.0,28.5,196.0,0,0.0,0.0,0.0,0.0,0.0,
L52662,L,302.6,312.1,1782.0,26.8,198.0,0,0.0,0.0,0.0,0.0,0.0,
M20343,M,302.6,312.1,2000.0,21.9,200.0,0,0.0,0.0,0.0,0.0,0.0,
M20344,M,302.5,312.0,1826.0,25.3,203.0,0,0.0,0.0,0.0,0.0,0.0,
L52665,L,302.6,312.1,1344.0,51.0,206.0,0,0.0,0.0,0.0,0.0,0.0,
L52666,L,302.6,312.2,1520.0,43.0,208.0,0,0.0,0.0,0.0,0.0,0.0,
M20347,M,302.6,312.1,1611.0,39.9,210.0,0,0.0,0.0,0.0,0.0,0.0,
L52668,L,302.7,312.2,1450.0,52.1,213.0,1,0.0,0.0,0.0,1.0,0.0,
L52669,L,302.6,312.1,1499.0,35.0,215.0,0,0.0,0.0,0.0,0.0,1.0,
L52670,L,302.6,312.1,1288.0,68.5,0.0,1,0.0,0.0,1.0,0.0,0.0,
M20351,M,302.7,312.2,1350.0,58.6,2.0,0,0.0,0.0,0.0,0.0,0.0,
M20352,M,302.9,312.4,1334.0,50.9,5.0,0,0.0,0.0,0.0,0.0,0.0,
L52673,L,302.8,312.4,1376.0,57.1,8.0,0,0.0,0.0,0.0,0.0,0.0,
L52674,L,302.8,312.4,1368.0,49.5,10.0,0,0.0,0.0,0.0,0.0,0.0,
H34909,H,302.9,312.5,1357.0,55.0,12.0,0,0.0,0.0,0.0,0.0,1.0,
M20356,M,302.9,312.5,1924.0,24.0,17.0,0,0.0,0.0,0.0,0.0,0.0,
M20357,M,302.9,312.5,1551.0,40.0,20.0,0,0.0,0.0,0.0,0.0,0.0,
M20358,M,302.9,312.5,1903.0,21.2,23.0,0,0.0,0.0,0.0,0.0,0.0,
H34913,H,302.9,312.3,1417.0,48.7,26.0,0,0.0,0.0,0.0,0.0,0.0,
L52680,L,302.7,312.1,1601.0,35.2,31.0,0,0.0,0.0,0.0,0.0,0.0,
L52681,L,302.7,312.1,1543.0,37.5,33.0,0,0.0,0.0,0.0,0.0,0.0,
L52682,L,302.6,312.1,1439.0,52.3,35.0,0,0.0,0.0,0.0,0.0,0.0,
H34917,H,302.6,312.0,1657.0,29.3,37.0,0,0.0,0.0,0.0,0.0,0.0,
L52684,L,302.8,312.2,1458.0,51.0,42.0,0,0.0,0.0,0.0,0.0,0.0,
L52685,L,302.8,312.2,1746.0,27.4,44.0,0,0.0,0.0,0.0,0.0,0.0,
L52686,L,302.9,312.2,1677.0,30.5,46.0,0,0.0,0.0,0.0,0.0,0.0,
L52687,L,302.8,312.1,1520.0,39.9,48.0,0,0.0,0.0,0.0,0.0,0.0,
L52688,L,302.9,312.2,1367.0,55.1,50.0,0,0.0,0.0,0.0,0.0,0.0,
L52689,L,302.8,312.2,1509.0,36.5,52.0,0,0.0,0.0,0.0,0.0,1.0,
L52690,L,302.8,312.1,1418.0,51.4,54.0,0,0.0,0.0,0.0,0.0,0.0,
L52691,L,302.8,312.1,1958.0,20.3,56.0,0,0.0,0.0,0.0,0.0,0.0,
L52692,L,302.8,312.2,1682.0,30.9,58.0,0,0.0,0.0,0.0,0.0,0.0,
M20373,M,302.8,312.2,1452.0,50.3,60.0,0,0.0,0.0,0.0,0.0,0.0,
L52694,L,302.7,312.0,1828.0,24.0,63.0,0,0.0,0.0,0.0,0.0,0.0,
H34929,H,302.7,312.0,1484.0,41.5,65.0,0,0.0,0.0,0.0,0.0,0.0,
L52696,L,302.6,312.0,1674.0,32.2,70.0,0,0.0,0.0,0.0,0.0,0.0,
L52697,L,302.6,311.9,1448.0,49.5,72.0,0,0.0,0.0,0.0,0.0,0.0,
M20378,M,302.5,311.8,2023.0,19.1,74.0,0,0.0,0.0,0.0,0.0,0.0,
L52699,L,302.5,311.9,1452.0,47.4,77.0,0,0.0,0.0,0.0,0.0,0.0,
M20380,M,302.6,312.0,1496.0,45.0,79.0,0,0.0,0.0,0.0,0.0,0.0,
L52701,L,302.6,311.9,1397.0,46.9,82.0,0,0.0,0.0,0.0,0.0,0.0,
L52702,L,302.6,311.9,1453.0,39.1,84.0,0,0.0,0.0,0.0,0.0,0.0,
M20383,M,302.5,311.9,1524.0,34.8,86.0,0,0.0,0.0,0.0,0.0,0.0,
L52704,L,302.6,311.9,1633.0,30.9,89.0,0,0.0,0.0,0.0,0.0,0.0,
M20385,M,302.6,312.0,1363.0,45.7,91.0,0,0.0,0.0,0.0,0.0,0.0,
L52706,L,302.5,311.9,1520.0,44.9,94.0,0,0.0,0.0,0.0,0.0,0.0,
M20387,M,302.5,311.9,1532.0,38.8,96.0,0,0.0,0.0,0.0,0.0,0.0,
L52708,L,302.4,311.8,1384.0,50.9,99.0,0,0.0,0.0,0.0,0.0,0.0,
M20389,M,302.4,311.8,1539.0,39.9,101.0,0,0.0,0.0,0.0,0.0,0.0,
M20390,M,302.3,311.8,1355.0,50.1,104.0,0,0.0,0.0,0.0,0.0,0.0,
M20391,M,302.3,311.7,1504.0,37.3,107.0,0,0.0,0.0,0.0,0.0,0.0,
L52712,L,302.4,311.8,1476.0,46.6,110.0,0,0.0,0.0,0.0,0.0,0.0,
L52713,L,302.4,311.7,1721.0,26.9,112.0,0,0.0,0.0,0.0,0.0,0.0,
M20394,M,302.3,311.7,1494.0,37.1,114.0,0,0.0,0.0,0.0,0.0,0.0,
L52715,L,302.3,311.7,1465.0,43.5,117.0,0,0.0,0.0,0.0,0.0,0.0,
M20396,M,302.3,311.8,1363.0,54.0,119.0,1,0.0,0.0,0.0,0.0,0.0,
L52717,L,302.4,311.8,1648.0,30.0,122.0,0,0.0,0.0,0.0,0.0,0.0,
M20398,M,302.3,311.8,1879.0,23.0,124.0,0,0.0,0.0,0.0,0.0,0.0,
H34953,H,302.3,311.7,1482.0,39.0,127.0,0,0.0,0.0,0.0,0.0,0.0,
L52720,L,302.4,311.8,1493.0,38.4,132.0,0,0.0,0.0,0.0,0.0,0.0,
L52721,L,302.4,311.8,1433.0,42.2,134.0,0,0.0,0.0,0.0,0.0,0.0,
L52722,L,302.3,311.7,1400.0,41.6,136.0,0,0.0,0.0,0.0,0.0,0.0,
L52723,L,302.4,311.8,1255.0,59.0,138.0,0,0.0,0.0,0.0,0.0,0.0,
L52724,L,302.2,311.7,1471.0,45.6,140.0,0,0.0,0.0,0.0,0.0,0.0,
H34959,H,302.2,311.6,1357.0,44.2,142.0,0,0.0,0.0,0.0,0.0,0.0,
L52726,L,302.3,311.7,1453.0,41.2,147.0,0,0.0,0.0,0.0,0.0,0.0,
M20407,M,302.3,311.7,1540.0,28.9,149.0,0,0.0,0.0,0.0,0.0,0.0,
L52728,L,302.3,311.8,1605.0,35.2,152.0,0,0.0,0.0,0.0,0.0,0.0,
H34963,H,302.3,311.9,1374.0,52.4,154.0,0,0.0,0.0,0.0,0.0,0.0,
M20410,M,302.3,311.9,1508.0,42.3,159.0,0,0.0,0.0,0.0,0.0,0.0,
H34965,H,302.4,311.9,1366.0,47.3,162.0,0,0.0,0.0,0.0,0.0,0.0,
H34966,H,302.5,312.0,1579.0,35.7,167.0,0,0.0,0.0,0.0,0.0,0.0,
L52733,L,302.5,311.9,1306.0,59.7,172.0,0,0.0,0.0,0.0,0.0,1.0,
